v1,site_code,year_actual,plot,block,site_name,continent,country,region,managed,burned,grazed,anthropogenic,habitat,elevation,latitude,longitude,rain_pet,mat_v2,mat_range_v2,iso_v2,temp_var_v2,max_temp_v2,min_temp_v2,ann_temp_range_v2,temp_wet_q_v2,temp_dry_q_v2,temp_warm_q_v2,temp_cold_q_v2,map_v2,map_wet_m_v2,map_dry_m_v2,map_var_v2,map_wet_q_v2,map_dry_q_v2,map_warm_q_v2,map_cold_q_v2,ai,pet,n_dep,experiment_type,n,p,k,exclose,trt,first_nutrient_year,first_fenced_year,year_trt,sum_int_cover,sum_nat_cover,sum_unk_cover,total_cover,int_rich,nat_rich,unk_rich,rich,site_year_rich,site_richness,site_native_richness,site_introduced_richness,plot_beta,dead_mass,live_mass,total_mass,unsorted_mass,proportion_par,ambient_par,ground_par,pct_c,pct_c2,pct_n,pct_n2,ppm_p,ppm_k,ppm_ca,ppm_mg,ppm_s,ppm_na,ppm_zn,ppm_mn,ppm_fe,ppm_cu,ppm_b,ph,percentsand,percentsand_2,percentsilt,percentsilt_2,percentclay,percentclay_2,classification,richvegan,shan,simpson,even,site,soilts_post_trt_flag,soilts_after_n_treatment_yrs,soilts_pct_c,soilts_pct_n,soilts_ppm_p,soilts_ppm_k,soilts_ppm_ca,soilts_ppm_mg,soilts_ppm_s,soilts_ppm_na,soilts_ppm_zn,soilts_ppm_mn,soilts_ppm_fe,soilts_ppm_cu,soilts_ppm_b,soilts_organicmatter,soilts_ph,soilts_cationexchangecapacity,multiple_soildata_years,maxtrtyr,mintrtyr,has5yrsdata,has4yrsdata,has3yrsdata,has6yrsdata,iscontrol,ispretreatmentyr,istreatedyear,isfenced,newplotid,newblockid,avg_neighbor_rich,lagged_avg_neighbor_rich,avgtrtneighrichwithinblock,lagged_avgtrtneighrichwithinbloc,avgtrtneighrichwithinsite,lagged_avgtrtneighrichwithinsite,laggedrich,laggedlive_mass,changerich,changelive_mass,lagged_changelive_mass,lagged_changerich,rich_increase,rich_decrease,rich_nochange,changeground_par,changeambient_par,laggedeven,laggedshan,laggedsimpson,laggedplot_beta,changeevenness,changeshan,changesimpson,changeplot_beta,site_live_massyr,ave_site_live_mass,initial_site_rich,year,yr_in_plot,plst_id,site_code2,styr_id,duplicates,l_lmass,l_rich,l_nbrich,l_nbrichblock,l_simpson,l_even,l_ground_par,ihs_even,rich2,pais,tierra
375,"frue.ch",2010,10,1,"Fruebuel","Europe","CH","Europe",1,0,1,1,"pasture",995,47.11319,8.541821,705,6.958333,7.1,29.58333,625.5573,18.5,-5.5,24,14.73333,.3500001,14.73333,-.5,1546,179,93,22.73913,523,299,523,310,2.0892,650,18.629,"Experimental (Full Factorial)",0,0,0,0,"Control",2009,"2009",2,"30","148","1","179","1","12","1",14,21,40,22,3,"2.8571","NA",929.85,929.85,"NA","0.0292049118051705","973.98",28.445,"3.624",3.624,"0.347",.347,61,117,1581,125,40,28,1.9,120,267,3.2,.4,5.3,"41.6",41.6,"41",41,"17.3",17.3,"Loam","14",2.2271812,7.5836686,.84393058,"frue.ch","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE",7,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","frue.ch_10","frue.ch_1",12.137931,14.034483,12.888889,"13.5555555555556",12.07407,"13.9259259259259","17","1183.65","-3","-253.8","729.65","2","FALSE","TRUE","FALSE","-120.555","-786.1875","0.814604810897168","2.30794922036625","7.1476411635297","2.3529","0.0293257651976341","-0.08076804783683","0.43602747552356","0.5042",51197.25,27942.2,27,4,7,43,13,101,0,6.835023,2.639057,2.496335,2.556366,2.025997,-.1696851,3.347972,.766606,196,"CH","pasture"
378,"frue.ch",2011,10,1,"Fruebuel","Europe","CH","Europe",1,0,1,1,"pasture",995,47.11319,8.541821,705,6.958333,7.1,29.58333,625.5573,18.5,-5.5,24,14.73333,.3500001,14.73333,-.5,1546,179,93,22.73913,523,299,523,310,2.0892,650,18.629,"Experimental (Full Factorial)",0,0,0,0,"Control",2009,"2009",3,"22","138","0","160","1","8","0",9,17,40,22,3,"4.4444","NA",1070.48,1070.48,"NA","NA","NA",,"3.624",3.624,"0.347",.347,61,117,1581,125,40,28,1.9,120,267,3.2,.4,5.3,"41.6",41.6,"41",41,"17.3",17.3,"Loam","9",1.8940815,5.6983213,.86203365,"frue.ch","1","3","2.59","0.271","58","95","1354","104","23","24","4","125","321","7.5","0.2","4.8","5.1","10.4","TRUE",7,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","frue.ch_10","frue.ch_1",8.862069,12.137931,8.7777778,"12.8888888888889",8.703704,"12.0740740740741","14","929.85","-5","140.63","-253.8","-3","FALSE","TRUE","FALSE","NA","NA","0.843930576094802","2.22718117252942","7.58366863905326","2.8571","0.01810307769067","-0.33309964194104","-1.8853472961276","1.5873",37383.13,27942.2,27,5,7,43,13,102,0,6.975863,2.197225,2.18178,2.172223,1.740172,-.148461,,.7803792,81,"CH","pasture"
381,"frue.ch",2012,10,1,"Fruebuel","Europe","CH","Europe",1,0,1,1,"pasture",995,47.11319,8.541821,705,6.958333,7.1,29.58333,625.5573,18.5,-5.5,24,14.73333,.3500001,14.73333,-.5,1546,179,93,22.73913,523,299,523,310,2.0892,650,18.629,"Experimental (Full Factorial)",0,0,0,0,"Control",2009,"2009",4,"3","291","1","295","2","16","1",19,30,40,22,3,"2.1053","NA",746.75,746.75,"NA","0.100790513833992","506",51,"3.624",3.624,"0.347",.347,61,117,1581,125,40,28,1.9,120,267,3.2,.4,5.3,"41.6",41.6,"41",41,"17.3",17.3,"Loam","19",2.1557547,5.8211829,.73214446,"frue.ch","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE",7,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","frue.ch_10","frue.ch_1",13.869565,8.862069,15.428571,"8.77777777777778",13.80952,"8.7037037037037","9","1070.48","10","-323.73","140.63","-5","TRUE","FALSE","FALSE","NA","NA","0.862033653785472","1.89408153058838","5.69832134292566","4.4444","-0.129889192823588","0.26167315864859","0.122861600678189","-2.3391",23309.2,27942.2,27,6,7,43,13,103,0,6.61573,2.944439,2.629697,2.736221,1.761503,-.3117774,3.931826,.6788015,361,"CH","pasture"
384,"frue.ch",2013,10,1,"Fruebuel","Europe","CH","Europe",1,0,1,1,"pasture",995,47.11319,8.541821,705,6.958333,7.1,29.58333,625.5573,18.5,-5.5,24,14.73333,.3500001,14.73333,-.5,1546,179,93,22.73913,523,299,523,310,2.0892,650,18.629,"Experimental (Full Factorial)",0,0,0,0,"Control",2009,"2009",5,"3","86","0","89","2","9","0",11,25,40,22,3,"3.6364","NA",371.85,371.85,"NA","NA","NA",,"3.624",3.624,"0.347",.347,61,117,1581,125,40,28,1.9,120,267,3.2,.4,5.3,"41.6",41.6,"41",41,"17.3",17.3,"Loam","11",1.8180766,4.0351503,.75819684,"frue.ch","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE",7,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","frue.ch_10","frue.ch_1",10.347826,13.869565,11,"15.4285714285714",10.14286,"13.8095238095238","19","746.75","-8","-374.9","-323.73","10","FALSE","TRUE","FALSE","NA","NA","0.732144460961884","2.15575468923697","5.82118294360385","2.1053","0.026052378805958","-0.337678071307","-1.78603266342046","1.5311",17325.22,27942.2,27,7,7,43,13,104,0,5.91849,2.397895,2.336776,2.397895,1.395043,-.2768123,,.6996918,121,"CH","pasture"
387,"frue.ch",2014,10,1,"Fruebuel","Europe","CH","Europe",1,0,1,1,"pasture",995,47.11319,8.541821,705,6.958333,7.1,29.58333,625.5573,18.5,-5.5,24,14.73333,.3500001,14.73333,-.5,1546,179,93,22.73913,523,299,523,310,2.0892,650,18.629,"Experimental (Full Factorial)",0,0,0,0,"Control",2009,"2009",6,"11","47","1","111","2","7","1",12,32,40,22,3,"3.3333","NA",,,"NA","NA","NA",,"3.624",3.624,"0.347",.347,61,117,1581,125,40,28,1.9,120,267,3.2,.4,5.3,"41.6",41.6,"41",41,"17.3",17.3,"Loam","12",1.7627252,3.8708765,.70937278,"frue.ch","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE",7,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","frue.ch_10","frue.ch_1",11.956522,10.347826,12.571429,"11",11.90476,"10.1428571428571","11","371.85","1","NA","-374.9","-8","TRUE","FALSE","FALSE","NA","NA","0.758196839767842","1.81807661792997","4.03515028018339","3.6364","-0.048824054853839","-0.05535146751853","-0.1642737486094","-0.3031",7822.4,27942.2,27,8,7,43,13,105,0,,2.484907,2.481277,2.531427,1.353481,-.3433741,,.6603281,144,"CH","pasture"
390,"frue.ch",2015,10,1,"Fruebuel","Europe","CH","Europe",1,0,1,1,"pasture",995,47.11319,8.541821,705,6.958333,7.1,29.58333,625.5573,18.5,-5.5,24,14.73333,.3500001,14.73333,-.5,1546,179,93,22.73913,523,299,523,310,2.0892,650,18.629,"Experimental (Full Factorial)",0,0,0,0,"Control",2009,"2009",7,"1","138","0","149","1","11","0",14,27,40,22,3,"2.8571","NA",322.9,322.9,"NA","0.0346598202824134","779",27,"3.624",3.624,"0.347",.347,61,117,1581,125,40,28,1.9,120,267,3.2,.4,5.3,"41.6",41.6,"41",41,"17.3",17.3,"Loam","14",1.9559855,4.0139215,.74116824,"frue.ch","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE",7,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","frue.ch_10","frue.ch_1",13.391304,11.956522,13.857143,"12.5714285714286",13.09524,"11.9047619047619","12","NA","2","NA","NA","1","TRUE","FALSE","FALSE","NA","NA","0.709372784914003","1.76272515041144","3.87087653157399","3.3333","0.031795454728658","0.19326032489556","0.143045001602649","-0.4762",11331.4,27942.2,27,9,7,43,13,106,0,5.777343,2.639057,2.594606,2.628801,1.389769,-.2995276,3.295837,.6860668,196,"CH","pasture"
370,"frue.ch",2008,17,2,"Fruebuel","Europe","CH","Europe",1,0,1,1,"pasture",995,47.11319,8.541821,705,6.958333,7.1,29.58333,625.5573,18.5,-5.5,24,14.73333,.3500001,14.73333,-.5,1546,179,93,22.73913,523,299,523,310,2.0892,650,18.629,"Experimental (Full Factorial)",0,0,0,0,"Control",2009,"2009",0,"10","160","0","170","1","15","0",16,27,40,22,3,"2.5","NA",624.65,624.65,"NA","0.0287190257378852","2217.0625",63.671875,"3.822",3.822,"0.37",.37,76,245,1566,150,42,28,2.6,115,260,2.6,.4,5.5,"43.6",43.6,"39",39,"17.3",17.3,"Loam","16",2.4559914,9.6784997,.88581165,"frue.ch","0","0","3.822","0.37","76","245","1566","150","42","28","2.6","115","260","2.6","0.4","3.3","5.5","10.9","TRUE",7,0,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","frue.ch_17","frue.ch_2",14.103448,,14.888889,"NA",14.11111,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",18505.75,27942.2,27,2,7,44,13,99,0,6.437191,2.772589,2.646419,2.700615,2.269907,-.1212509,4.153743,.7982836,256,"CH","pasture"
373,"frue.ch",2009,17,2,"Fruebuel","Europe","CH","Europe",1,0,1,1,"pasture",995,47.11319,8.541821,705,6.958333,7.1,29.58333,625.5573,18.5,-5.5,24,14.73333,.3500001,14.73333,-.5,1546,179,93,22.73913,523,299,523,310,2.0892,650,18.629,"Experimental (Full Factorial)",0,0,0,0,"Control",2009,"2009",1,"20","156","0","176","1","14","0",15,23,40,22,3,"2.6667","NA",1381.15,1381.15,"NA","0.111935926129905","1706.78",191.05,"3.822",3.822,"0.37",.37,76,245,1566,150,42,28,2.6,115,260,2.6,.4,5.5,"43.6",43.6,"39",39,"17.3",17.3,"Loam","15",2.4506558,9.7103448,.90495215,"frue.ch","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE",7,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","frue.ch_17","frue.ch_2",14.103448,14.103448,13.444444,"14.8888888888889",13.92593,"14.1111111111111","16","624.65","-1","756.5","NA","NA","FALSE","TRUE","FALSE","127.378125","-510.2825","0.885811648647346","2.45599138706826","9.67849966510382","2.5","0.019140496841487","-0.00533554748934995","0.0318451624823908","0.1667",46267.15,27942.2,27,3,7,44,13,100,0,7.230672,2.70805,2.646419,2.598566,2.273192,-.0998732,5.252535,.8125433,225,"CH","pasture"
376,"frue.ch",2010,17,2,"Fruebuel","Europe","CH","Europe",1,0,1,1,"pasture",995,47.11319,8.541821,705,6.958333,7.1,29.58333,625.5573,18.5,-5.5,24,14.73333,.3500001,14.73333,-.5,1546,179,93,22.73913,523,299,523,310,2.0892,650,18.629,"Experimental (Full Factorial)",0,0,0,0,"Control",2009,"2009",2,"15","140","0","155","1","11","0",12,21,40,22,3,"3.3333","NA",1159.8,1159.8,"NA","0.0452906086635818","1165.915",52.805,"3.822",3.822,"0.37",.37,76,245,1566,150,42,28,2.6,115,260,2.6,.4,5.5,"43.6",43.6,"39",39,"17.3",17.3,"Loam","12",2.2254829,7.5956371,.89560019,"frue.ch","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE",7,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","frue.ch_17","frue.ch_2",12.206897,14.103448,11.777778,"13.4444444444444",12.07407,"13.9259259259259","15","1381.15","-3","-221.35","756.5","-1","FALSE","TRUE","FALSE","-138.245","-540.865","0.904952145488833","2.45065583957891","9.71034482758621","2.6667","-0.00935195362312791","-0.22517296726041","-2.11470777415592","0.6666",51197.25,27942.2,27,4,7,44,13,101,0,7.056003,2.484907,2.502001,2.466214,2.027574,-.1102612,3.966606,.805593,144,"CH","pasture"
379,"frue.ch",2011,17,2,"Fruebuel","Europe","CH","Europe",1,0,1,1,"pasture",995,47.11319,8.541821,705,6.958333,7.1,29.58333,625.5573,18.5,-5.5,24,14.73333,.3500001,14.73333,-.5,1546,179,93,22.73913,523,299,523,310,2.0892,650,18.629,"Experimental (Full Factorial)",0,0,0,0,"Control",2009,"2009",3,"12","234","0","246","1","11","0",12,17,40,22,3,"3.3333","NA",1274.88,1274.88,"NA","NA","NA",,"3.822",3.822,"0.37",.37,76,245,1566,150,42,28,2.6,115,260,2.6,.4,5.5,"43.6",43.6,"39",39,"17.3",17.3,"Loam","12",2.2286234,7.9425071,.89686402,"frue.ch","1","3","3.353","0.361","52","192","1354","123","34","26","135.2","172","276","5.7","0.3","6.5","4.8","13","TRUE",7,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","frue.ch_17","frue.ch_2",8.7586207,12.206897,8.8888889,"11.7777777777778",8.703704,"12.0740740740741","12","1159.8","0","115.08","-221.35","-3","FALSE","FALSE","TRUE","NA","NA","0.895600191865705","2.2254828723185","7.59563705343029","3.3333","0.00126383005461594","0.00314049970691999","0.34687001537273","0",37383.13,27942.2,27,5,7,44,13,102,0,7.150607,2.484907,2.170038,2.184802,2.072229,-.108851,,.8065342,144,"CH","pasture"
382,"frue.ch",2012,17,2,"Fruebuel","Europe","CH","Europe",1,0,1,1,"pasture",995,47.11319,8.541821,705,6.958333,7.1,29.58333,625.5573,18.5,-5.5,24,14.73333,.3500001,14.73333,-.5,1546,179,93,22.73913,523,299,523,310,2.0892,650,18.629,"Experimental (Full Factorial)",0,0,0,0,"Control",2009,"2009",4,"4","256","0","260","1","14","0",15,30,40,22,3,"2.6667","NA",760.65,760.65,"NA","0.117096018735363","427",50,"3.822",3.822,"0.37",.37,76,245,1566,150,42,28,2.6,115,260,2.6,.4,5.5,"43.6",43.6,"39",39,"17.3",17.3,"Loam","15",2.3596663,8.8483146,.87135248,"frue.ch","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE",7,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","frue.ch_17","frue.ch_2",14.043478,8.7586207,13,"8.88888888888889",13.80952,"8.7037037037037","12","1274.88","3","-514.23","115.08","0","TRUE","FALSE","FALSE","NA","NA","0.896864021920321","2.22862337202542","7.94250706880302","3.3333","-0.025511542889849","0.13104288404396","0.905807537938549","-0.6666",23309.2,27942.2,27,6,7,44,13,103,0,6.634173,2.70805,2.642158,2.564949,2.180227,-.1377087,3.912023,.7874212,225,"CH","pasture"
385,"frue.ch",2013,17,2,"Fruebuel","Europe","CH","Europe",1,0,1,1,"pasture",995,47.11319,8.541821,705,6.958333,7.1,29.58333,625.5573,18.5,-5.5,24,14.73333,.3500001,14.73333,-.5,1546,179,93,22.73913,523,299,523,310,2.0892,650,18.629,"Experimental (Full Factorial)",0,0,0,0,"Control",2009,"2009",5,"25","220","0","245","2","9","0",11,25,40,22,3,"3.6364","NA",635.96,635.96,"NA","NA","NA",,"3.822",3.822,"0.37",.37,76,245,1566,150,42,28,2.6,115,260,2.6,.4,5.5,"43.6",43.6,"39",39,"17.3",17.3,"Loam","11",2.105698,6.2041344,.87814425,"frue.ch","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE",7,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","frue.ch_17","frue.ch_2",10.347826,14.043478,10.857143,"13",10.14286,"13.8095238095238","15","760.65","-4","-124.69","-514.23","3","FALSE","TRUE","FALSE","NA","NA","0.871352479030472","2.35966625606938","8.84831460674157","2.6667","0.00679177468962999","-0.25396830123889","-2.6441802398165","0.9697",17325.22,27942.2,27,7,7,44,13,104,0,6.455136,2.397895,2.336776,2.384823,1.825216,-.1299444,,.7925332,121,"CH","pasture"
388,"frue.ch",2014,17,2,"Fruebuel","Europe","CH","Europe",1,0,1,1,"pasture",995,47.11319,8.541821,705,6.958333,7.1,29.58333,625.5573,18.5,-5.5,24,14.73333,.3500001,14.73333,-.5,1546,179,93,22.73913,523,299,523,310,2.0892,650,18.629,"Experimental (Full Factorial)",0,0,0,0,"Control",2009,"2009",6,"5","114","0","129","1","9","0",11,32,40,22,3,"3.6364","NA",,,"NA","NA","NA",,"3.822",3.822,"0.37",.37,76,245,1566,150,42,28,2.6,115,260,2.6,.4,5.5,"43.6",43.6,"39",39,"17.3",17.3,"Loam","11",1.9999569,5.8781349,.83404682,"frue.ch","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE",7,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","frue.ch_17","frue.ch_2",12,10.347826,11.857143,"10.8571428571429",11.90476,"10.1428571428571","11","635.96","0","NA","-124.69","-4","FALSE","FALSE","TRUE","NA","NA","0.878144253720102","2.10569795483049","6.20413436692507","3.6364","-0.0440974342577499","-0.1057410291492","-0.325999432273","0",7822.4,27942.2,27,8,7,44,13,105,0,,2.397895,2.484907,2.47293,1.77124,-.1814657,,.7590342,121,"CH","pasture"
391,"frue.ch",2015,17,2,"Fruebuel","Europe","CH","Europe",1,0,1,1,"pasture",995,47.11319,8.541821,705,6.958333,7.1,29.58333,625.5573,18.5,-5.5,24,14.73333,.3500001,14.73333,-.5,1546,179,93,22.73913,523,299,523,310,2.0892,650,18.629,"Experimental (Full Factorial)",0,0,0,0,"Control",2009,"2009",7,"5","125","0","140","1","15","0",17,27,40,22,3,"2.3529","NA",251.8,251.8,"NA","0.0309155766944114","841",26,"3.822",3.822,"0.37",.37,76,245,1566,150,42,28,2.6,115,260,2.6,.4,5.5,"43.6",43.6,"39",39,"17.3",17.3,"Loam","17",2.1099032,5.4233536,.74470326,"frue.ch","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE",7,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","frue.ch_17","frue.ch_2",13.26087,12,14.428571,"11.8571428571429",13.09524,"11.9047619047619","11","NA","6","NA","NA","0","TRUE","FALSE","FALSE","NA","NA","0.834046819462352","1.99995692568129","5.87813493465207","3.6364","-0.0893435614344951","0.10994628232537","-0.4547813098596","-1.2835",11331.4,27942.2,27,9,7,44,13,106,0,5.528635,2.833213,2.584818,2.66921,1.690714,-.2947695,3.258096,.6889044,289,"CH","pasture"
371,"frue.ch",2008,27,3,"Fruebuel","Europe","CH","Europe",1,0,1,1,"pasture",995,47.11319,8.541821,705,6.958333,7.1,29.58333,625.5573,18.5,-5.5,24,14.73333,.3500001,14.73333,-.5,1546,179,93,22.73913,523,299,523,310,2.0892,650,18.629,"Experimental (Full Factorial)",0,0,0,0,"Control",2009,"2009",0,"5","155","0","160","1","12","0",13,27,40,22,3,"3.0769","NA",736.25,736.25,"NA","0.091912753683833","2091.0625",192.19531,"3.741",3.741,"0.375",.375,64,226,1437,120,37,26,2.4,133,235,2.7,.3,5.3,"29.5",29.5,"43.1",43.1,"27.3",27.3,"Clay Loam","13",2.1900481,7.1388734,.85383677,"frue.ch","0","0","3.741","0.375","64","226","1437","120","37","26","2.4","133","235","2.7","0.3","3","5.3","10.5","TRUE",7,0,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","frue.ch_27","frue.ch_3",14.206897,,13.666667,"NA",14.11111,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",18505.75,27942.2,27,2,7,45,13,99,0,6.60157,2.564949,2.653728,2.61496,1.965555,-.1580152,5.258512,.7741581,169,"CH","pasture"
374,"frue.ch",2009,27,3,"Fruebuel","Europe","CH","Europe",1,0,1,1,"pasture",995,47.11319,8.541821,705,6.958333,7.1,29.58333,625.5573,18.5,-5.5,24,14.73333,.3500001,14.73333,-.5,1546,179,93,22.73913,523,299,523,310,2.0892,650,18.629,"Experimental (Full Factorial)",0,0,0,0,"Control",2009,"2009",1,"16","133","1","150","2","13","1",16,23,40,22,3,"2.5","NA",1474.45,1474.45,"NA","0.0147339247088005","1717.465",25.305,"3.741",3.741,"0.375",.375,64,226,1437,120,37,26,2.4,133,235,2.7,.3,5.3,"29.5",29.5,"43.1",43.1,"27.3",27.3,"Clay Loam","16",2.1994103,6.6293459,.79326958,"frue.ch","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE",7,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","frue.ch_27","frue.ch_3",14.068966,14.206897,14.777778,"13.6666666666667",13.92593,"14.1111111111111","13","736.25","3","738.2","NA","NA","TRUE","FALSE","FALSE","-166.8903125","-373.5975","0.853836771684011","2.19004807890794","7.13887339654211","3.0769","-0.0605671921858779","0.00936221090447997","-0.50952749200469","-0.5769",46267.15,27942.2,27,3,7,45,13,100,0,7.296041,2.772589,2.643971,2.693125,1.891506,-.2315922,3.231002,.7274041,256,"CH","pasture"
377,"frue.ch",2010,27,3,"Fruebuel","Europe","CH","Europe",1,0,1,1,"pasture",995,47.11319,8.541821,705,6.958333,7.1,29.58333,625.5573,18.5,-5.5,24,14.73333,.3500001,14.73333,-.5,1546,179,93,22.73913,523,299,523,310,2.0892,650,18.629,"Experimental (Full Factorial)",0,0,0,0,"Control",2009,"2009",2,"15","181","0","196","1","13","0",14,21,40,22,3,"2.8571","NA",1235.85,1235.85,"NA","0.0572905805282498","695.315",39.835,"3.741",3.741,"0.375",.375,64,226,1437,120,37,26,2.4,133,235,2.7,.3,5.3,"29.5",29.5,"43.1",43.1,"27.3",27.3,"Clay Loam","14",2.3592768,8.8967114,.89398469,"frue.ch","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE",7,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","frue.ch_27","frue.ch_3",12.137931,14.068966,11.555556,"14.7777777777778",12.07407,"13.9259259259259","16","1474.45","-2","-238.6","738.2","3","FALSE","TRUE","FALSE","14.53","-1022.15","0.793269579498133","2.19941028981242","6.62934590453742","2.5","0.100715107368367","0.15986655062642","2.26736553594428","0.3571",51197.25,27942.2,27,4,7,45,13,101,0,7.119514,2.639057,2.496335,2.447166,2.185682,-.1120666,3.684746,.8043891,196,"CH","pasture"
380,"frue.ch",2011,27,3,"Fruebuel","Europe","CH","Europe",1,0,1,1,"pasture",995,47.11319,8.541821,705,6.958333,7.1,29.58333,625.5573,18.5,-5.5,24,14.73333,.3500001,14.73333,-.5,1546,179,93,22.73913,523,299,523,310,2.0892,650,18.629,"Experimental (Full Factorial)",0,0,0,0,"Control",2009,"2009",3,"17","212","0","229","1","9","0",10,17,40,22,3,"4","NA",1033.47,1033.47,"NA","NA","NA",,"3.741",3.741,"0.375",.375,64,226,1437,120,37,26,2.4,133,235,2.7,.3,5.3,"29.5",29.5,"43.1",43.1,"27.3",27.3,"Clay Loam","10",2.0392771,6.2679363,.88564677,"frue.ch","1","3","3.223","0.349","73","187","2087","160","38","23","9.6","148","340","6.5","0.3","7","5.6","13.1","TRUE",7,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","frue.ch_27","frue.ch_3",8.8275862,12.137931,8.4444444,"11.5555555555556",8.703704,"12.0740740740741","14","1235.85","-4","-202.38","-238.6","-2","FALSE","TRUE","FALSE","NA","NA","0.8939846868665","2.35927684043884","8.8967114404817","2.8571","-0.008337912755496","-0.31999978071258","-2.62877509819107","1.1429",37383.13,27942.2,27,5,7,45,13,102,0,6.940677,2.302585,2.177882,2.133509,1.835447,-.1214371,,.7981601,100,"CH","pasture"
383,"frue.ch",2012,27,3,"Fruebuel","Europe","CH","Europe",1,0,1,1,"pasture",995,47.11319,8.541821,705,6.958333,7.1,29.58333,625.5573,18.5,-5.5,24,14.73333,.3500001,14.73333,-.5,1546,179,93,22.73913,523,299,523,310,2.0892,650,18.629,"Experimental (Full Factorial)",0,0,0,0,"Control",2009,"2009",4,"4","270","0","274","2","12","0",14,30,40,22,3,"2.8571","NA",558.4,558.4,"NA","0.136729222520107","373",51,"3.741",3.741,"0.375",.375,64,226,1437,120,37,26,2.4,133,235,2.7,.3,5.3,"29.5",29.5,"43.1",43.1,"27.3",27.3,"Clay Loam","14",2.0287731,5.7944404,.76874914,"frue.ch","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE",7,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","frue.ch_27","frue.ch_3",14.086957,8.8275862,13,"8.44444444444444",13.80952,"8.7037037037037","10","1033.47","4","-475.07","-202.38","-4","TRUE","FALSE","FALSE","NA","NA","0.885646774111004","2.03927705972626","6.26793634229063","4","-0.116897631043294","-0.0105039990779701","-0.4734959618956","-1.1429",23309.2,27942.2,27,6,7,45,13,103,0,6.325076,2.639057,2.645249,2.564949,1.756899,-.2629906,3.931826,.708079,196,"CH","pasture"
