"","V1","site_code","year","plot","block","site_name","continent","country","region","managed","burned","grazed","anthropogenic","habitat","elevation","latitude","longitude","RAIN_PET","MAT_v2","MAT_RANGE_v2","ISO_v2","TEMP_VAR_v2","MAX_TEMP_v2","MIN_TEMP_v2","ANN_TEMP_RANGE_v2","TEMP_WET_Q_v2","TEMP_DRY_Q_v2","TEMP_WARM_Q_v2","TEMP_COLD_Q_v2","MAP_v2","MAP_WET_M_v2","MAP_DRY_M_v2","MAP_VAR_v2","MAP_WET_Q_v2","MAP_DRY_Q_v2","MAP_WARM_Q_v2","MAP_COLD_Q_v2","AI","PET","N_Dep","experiment_type","N","P","K","Exclose","trt","first_nutrient_year","first_fenced_year","year_trt","sum_INT_cover","sum_NAT_cover","sum_UNK_cover","total_cover","INT_rich","NAT_rich","UNK_rich","rich","site_year_rich","site_richness","site_native_richness","site_introduced_richness","plot_beta","dead_mass","live_mass","total_mass","unsorted_mass","proportion_par","Ambient_PAR","Ground_PAR","pct_C","pct_N","ppm_P","ppm_K","ppm_Ca","ppm_Mg","ppm_S","ppm_Na","ppm_Zn","ppm_Mn","ppm_Fe","ppm_Cu","ppm_B","pH","PercentSand","PercentSilt","PercentClay","Classification","rich.vegan","shan","simpson","even","site","soilts_post_trt_flag","soilts_after_n_treatment_yrs","soilts_pct_C","soilts_pct_N","soilts_ppm_P","soilts_ppm_K","soilts_ppm_Ca","soilts_ppm_Mg","soilts_ppm_S","soilts_ppm_Na","soilts_ppm_Zn","soilts_ppm_Mn","soilts_ppm_Fe","soilts_ppm_Cu","soilts_ppm_B","soilts_OrganicMatter","soilts_pH","soilts_CationExchangeCapacity","multiple_soildata_years","max.trt.yr","min.trt.yr","has.5.yrs.data","has.4.yrs.data","has.3.yrs.data","has.6.yrs.data","is.control","is.PretreatmentYr","is.TreatedYear","is.Fenced","newplotid","newblockid","avg_neighbor_rich","lagged_avg_neighbor_rich","avg.trt.neigh.rich.within.block","lagged_avg.trt.neigh.rich.within.block","avg.trt.neigh.rich.within.site","lagged_avg.trt.neigh.rich.within.site","laggedrich","laggedlive_mass","changerich","changelive_mass","lagged_changelive_mass","lagged_changerich","rich_increase","rich_decrease","rich_nochange","changeGround_PAR","changeAmbient_PAR","laggedeven","laggedshan","laggedsimpson","laggedplot_beta","changeEvenness","changeShan","changeSimpson","changePlot_beta","site_live_mass.yr","ave_site_live_mass","initial_site_rich","singleton","site.by.yeardummy"
"239",240,"cdpt.us","2013",41,5,"Cedar Point Biological Station","North America","US","Central plains (North America)",0,0,0,0,"shortgrass prairie",965,41.2,-101.63,-682,9.63750007748604,15.1583336393038,35.2519379142213,1006.79990619581,31.2000007629395,-11.8000001907349,43.0000009536743,19.5833333333333,-2.550000111262,22.2666668891907,-2.550000111262,456,81,11,63.2814543612971,221,38,182,38,0.4028,1127,3.1174,"Experimental (Full Factorial)",0,0,0,0,"Control",2008,2008,6,1,39.5,0,40.5,1,10,0,11,60,82,58,7,7.4545,42.5,71.5,114,NA,0.784153005464481,1830,1435,0.744,0.068,29,237,1537,210,19,22,1,36,59,1.6,0.6,6.7,73.2,17.2,9.6,"Sandy Loam",11,1.8187277194366,4.55941626129257,0.758468370186212,"cdpt.us",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,9,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"cdpt.us_41","cdpt.us_5",11.7118644067797,7.88135593220339,10,5.55555555555556,11.3703703703704,7.74074074074074,7,35,4,36.5,-174.375,-5,TRUE,FALSE,FALSE,-16.5999999999999,244.9,0.722345219154345,1.40561889307402,3.6269544022353,11.7143,0.036123151031867,0.41310882636258,0.93246185905727,-4.2598,25223,15633.18655,50,FALSE,"cdpt.us_2013"
"240",241,"cdpt.us","2013",55,6,"Cedar Point Biological Station","North America","US","Central plains (North America)",0,0,0,0,"shortgrass prairie",965,41.2,-101.63,-682,9.63750007748604,15.1583336393038,35.2519379142213,1006.79990619581,31.2000007629395,-11.8000001907349,43.0000009536743,19.5833333333333,-2.550000111262,22.2666668891907,-2.550000111262,456,81,11,63.2814543612971,221,38,182,38,0.4028,1127,3.1174,"Experimental (Full Factorial)",0,0,0,0,"Control",2008,2008,6,16,51.5,0,68,2,18,0,21,60,82,58,7,3.9048,28,91,119,NA,0.489417989417989,1890,925,1.097,0.099,27,283,1315,197,17,18,1.4,40,69,1.3,0.4,6.5,76.8,13.5,9.6,"Sandy Loam",21,2.27507092006334,6.49438202247191,0.747266924977748,"cdpt.us",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,9,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"cdpt.us_55","cdpt.us_6",11.5423728813559,7.76271186440678,13.3333333333333,10.5555555555556,11.3703703703704,7.74074074074074,14,33,7,58,-144.5,-9,TRUE,FALSE,FALSE,-349.3,351,0.775369968321141,2.04624579806146,5.73789044816659,5.8571,-0.028103043343393,0.22882512200188,0.75649157430532,-1.9523,25223,15633.18655,50,FALSE,"cdpt.us_2013"
"241",242,"cdpt.us","2014",2,1,"Cedar Point Biological Station","North America","US","Central plains (North America)",0,0,0,0,"shortgrass prairie",965,41.2,-101.63,-682,9.63750007748604,15.1583336393038,35.2519379142213,1006.79990619581,31.2000007629395,-11.8000001907349,43.0000009536743,19.5833333333333,-2.550000111262,22.2666668891907,-2.550000111262,456,81,11,63.2814543612971,221,38,182,38,0.4028,1127,3.1174,"Experimental (Full Factorial)",0,0,0,0,"Control",2008,2008,7,0.5,79.5,0,80,1,7,0,8,56,82,58,7,10.25,22.5,114,136.5,NA,0.893455497382199,1910,1706.5,1.425,0.119,37,276,3416,206,34,21,1.3,48,51,1.8,0.7,7,70.7,17.6,11.6,"Sandy Loam",8,1.72904555549494,4.72150497971228,0.831495149461219,"cdpt.us",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,9,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"cdpt.us_2","cdpt.us_1",8.35593220338983,11.6610169491525,9.33333333333333,12.8888888888889,8.2037037037037,11.3703703703704,14,83.5,-6,30.5,7.75,7,FALSE,TRUE,FALSE,491.5,255,0.730946365577539,1.92900936363304,4.41446965052115,5.8571,0.10054878388368,-0.1999638081381,0.307035329191129,4.3929,10791.5,15633.18655,50,FALSE,"cdpt.us_2014"
"242",243,"cdpt.us","2014",12,2,"Cedar Point Biological Station","North America","US","Central plains (North America)",0,0,0,0,"shortgrass prairie",965,41.2,-101.63,-682,9.63750007748604,15.1583336393038,35.2519379142213,1006.79990619581,31.2000007629395,-11.8000001907349,43.0000009536743,19.5833333333333,-2.550000111262,22.2666668891907,-2.550000111262,456,81,11,63.2814543612971,221,38,182,38,0.4028,1127,3.1174,"Experimental (Full Factorial)",0,0,0,0,"Control",2008,2008,7,12,62.5,0.5,75,1,10,1,12,56,82,58,7,6.8333,314.5,114.5,429,NA,0.545937334041423,1883,1028,1.252,0.106,38,348,1462,200,24,20,2.2,63,66,1.4,0.3,7.1,72.7,15.8,11.4,"Sandy Loam",12,1.75945852392537,4.29553264604811,0.70805819770955,"cdpt.us",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,9,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"cdpt.us_12","cdpt.us_2",8.28813559322034,11.6440677966102,9.55555555555556,11.4444444444444,8.2037037037037,11.3703703703704,15,412,-3,-297.5,233,3,FALSE,TRUE,FALSE,478,183,0.776335301537557,2.10235496945153,6.36158798283262,5.4667,-0.068277103828007,-0.34289644552616,-2.06605533678451,1.3666,10791.5,15633.18655,50,FALSE,"cdpt.us_2014"
"243",244,"cdpt.us","2014",26,3,"Cedar Point Biological Station","North America","US","Central plains (North America)",0,0,0,0,"shortgrass prairie",965,41.2,-101.63,-682,9.63750007748604,15.1583336393038,35.2519379142213,1006.79990619581,31.2000007629395,-11.8000001907349,43.0000009536743,19.5833333333333,-2.550000111262,22.2666668891907,-2.550000111262,456,81,11,63.2814543612971,221,38,182,38,0.4028,1127,3.1174,"Experimental (Full Factorial)",0,0,0,0,"Control",2008,2008,7,6,88.5,0.5,95,1,8,1,10,56,82,58,7,8.2,76,104,180,NA,0.723655913978495,1860,1346,1.085,0.099,26,248,1708,198,18,17,1.1,45,56,1.8,0.5,6.6,60.5,31.8,7.5,"Sandy Loam",10,1.66238472385237,3.78803777544596,0.721964512369344,"cdpt.us",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,9,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"cdpt.us_26","cdpt.us_3",8.32203389830508,11.6271186440678,7.66666666666667,11.7777777777778,8.2037037037037,11.3703703703704,16,210.5,-6,-106.5,87,7,FALSE,TRUE,FALSE,91,80,0.681905177415874,1.89064260454017,4.37878787878788,5.125,0.04005933495347,-0.2282578806878,-0.59075010334192,3.075,10791.5,15633.18655,50,FALSE,"cdpt.us_2014"
"244",245,"cdpt.us","2014",37,4,"Cedar Point Biological Station","North America","US","Central plains (North America)",0,0,0,0,"shortgrass prairie",965,41.2,-101.63,-682,9.63750007748604,15.1583336393038,35.2519379142213,1006.79990619581,31.2000007629395,-11.8000001907349,43.0000009536743,19.5833333333333,-2.550000111262,22.2666668891907,-2.550000111262,456,81,11,63.2814543612971,221,38,182,38,0.4028,1127,3.1174,"Experimental (Full Factorial)",0,0,0,0,"Control",2008,2008,7,20,59.5,0.5,80,1,5,1,7,56,82,58,7,11.7143,108,125,233,NA,0.661876355748373,1844,1220.5,1.008,0.088,32,251,1754,210,18,19,0.9,44,53,1.7,0.4,6.5,67.2,23.4,9.3,"Sandy Loam",7,1.38004787407947,3.46320346320346,0.70920431488034,"cdpt.us",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,9,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"cdpt.us_37","cdpt.us_4",8.3728813559322,11.7118644067797,4.88888888888889,8.77777777777778,8.2037037037037,11.3703703703704,11,113,-4,12,-12,6,FALSE,TRUE,FALSE,40.5,54,0.81389533569112,1.95163577800638,5.66873706004141,7.4545,-0.10469102081078,-0.57158790392691,-2.20553359683795,4.2598,10791.5,15633.18655,50,FALSE,"cdpt.us_2014"
"245",246,"cdpt.us","2014",41,5,"Cedar Point Biological Station","North America","US","Central plains (North America)",0,0,0,0,"shortgrass prairie",965,41.2,-101.63,-682,9.63750007748604,15.1583336393038,35.2519379142213,1006.79990619581,31.2000007629395,-11.8000001907349,43.0000009536743,19.5833333333333,-2.550000111262,22.2666668891907,-2.550000111262,456,81,11,63.2814543612971,221,38,182,38,0.4028,1127,3.1174,"Experimental (Full Factorial)",0,0,0,0,"Control",2008,2008,7,0,95,0,95,0,6,0,6,56,82,58,7,13.6667,73.5,266,339.5,NA,0.836378291241268,1861,1556.5,0.744,0.068,29,237,1537,210,19,22,1,36,59,1.6,0.6,6.7,73.2,17.2,9.6,"Sandy Loam",6,1.07783797295318,2.48725368609618,0.601552826405627,"cdpt.us",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,9,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"cdpt.us_41","cdpt.us_5",8.38983050847458,11.7118644067797,7.66666666666667,10,8.2037037037037,11.3703703703704,11,71.5,-5,194.5,36.5,4,FALSE,TRUE,FALSE,121.5,31,0.758468370186212,1.8187277194366,4.55941626129257,7.4545,-0.156915543780585,-0.74088974648342,-2.07216257519639,6.2122,10791.5,15633.18655,50,FALSE,"cdpt.us_2014"
"246",247,"cdpt.us","2014",55,6,"Cedar Point Biological Station","North America","US","Central plains (North America)",0,0,0,0,"shortgrass prairie",965,41.2,-101.63,-682,9.63750007748604,15.1583336393038,35.2519379142213,1006.79990619581,31.2000007629395,-11.8000001907349,43.0000009536743,19.5833333333333,-2.550000111262,22.2666668891907,-2.550000111262,456,81,11,63.2814543612971,221,38,182,38,0.4028,1127,3.1174,"Experimental (Full Factorial)",0,0,0,0,"Control",2008,2008,7,10,69.5,0.5,80,1,13,1,15,56,82,58,7,5.4667,238.5,148,386.5,NA,0.839942528735632,1740,1461.5,1.097,0.099,27,283,1315,197,17,18,1.4,40,69,1.3,0.4,6.5,76.8,13.5,9.6,"Sandy Loam",15,2.11937010639492,5.9645852749301,0.782618470489326,"cdpt.us",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,9,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"cdpt.us_55","cdpt.us_6",8.23728813559322,11.5423728813559,10.1111111111111,13.3333333333333,8.2037037037037,11.3703703703704,21,91,-6,57,58,7,FALSE,TRUE,FALSE,536.5,-150,0.747266924977748,2.27507092006334,6.49438202247191,3.9048,0.0353515455115779,-0.15570081366842,-0.529796747541811,1.5619,10791.5,15633.18655,50,FALSE,"cdpt.us_2014"
"247",248,"cdpt.us","2015",2,1,"Cedar Point Biological Station","North America","US","Central plains (North America)",0,0,0,0,"shortgrass prairie",965,41.2,-101.63,-682,9.63750007748604,15.1583336393038,35.2519379142213,1006.79990619581,31.2000007629395,-11.8000001907349,43.0000009536743,19.5833333333333,-2.550000111262,22.2666668891907,-2.550000111262,456,81,11,63.2814543612971,221,38,182,38,0.4028,1127,3.1174,"Experimental (Full Factorial)",0,0,0,0,"Control",2008,2008,8,0,90,0,90,0,8,0,8,55,82,58,7,10.25,23.45,205.4,228.85,NA,0.483588548601864,1502,726.35,1.425,0.119,37,276,3416,206,34,21,1.3,48,51,1.8,0.7,7,70.7,17.6,11.6,"Sandy Loam",8,1.80115903006531,5.23086858249919,0.866174400175866,"cdpt.us",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,9,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"cdpt.us_2","cdpt.us_1",9.66101694915254,8.35593220338983,10,9.33333333333333,9.55555555555556,8.2037037037037,8,114,0,91.4,30.5,-6,FALSE,FALSE,TRUE,-980.15,-408,0.831495149461219,1.72904555549494,4.72150497971228,10.25,0.0346792507146469,0.07211347457037,0.509363602786911,0,17875.95,15633.18655,50,FALSE,"cdpt.us_2015"
"248",249,"cdpt.us","2015",12,2,"Cedar Point Biological Station","North America","US","Central plains (North America)",0,0,0,0,"shortgrass prairie",965,41.2,-101.63,-682,9.63750007748604,15.1583336393038,35.2519379142213,1006.79990619581,31.2000007629395,-11.8000001907349,43.0000009536743,19.5833333333333,-2.550000111262,22.2666668891907,-2.550000111262,456,81,11,63.2814543612971,221,38,182,38,0.4028,1127,3.1174,"Experimental (Full Factorial)",0,0,0,0,"Control",2008,2008,8,6.5,73.5,0,80,2,13,0,15,55,82,58,7,5.4667,321.25,315,636.25,NA,0.298997412677878,1546,462.25,1.252,0.106,38,348,1462,200,24,20,2.2,63,66,1.4,0.3,7.1,72.7,15.8,11.4,"Sandy Loam",15,2.19422837441379,7.18697361033128,0.810261336189673,"cdpt.us",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,9,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"cdpt.us_12","cdpt.us_2",9.54237288135593,8.28813559322034,11.2222222222222,9.55555555555556,9.55555555555556,8.2037037037037,12,114.5,3,200.5,-297.5,-3,TRUE,FALSE,FALSE,-565.75,-337,0.70805819770955,1.75945852392537,4.29553264604811,6.8333,0.102203138480123,0.43476985048842,2.89144096428317,-1.3666,17875.95,15633.18655,50,FALSE,"cdpt.us_2015"
"249",250,"cdpt.us","2015",26,3,"Cedar Point Biological Station","North America","US","Central plains (North America)",0,0,0,0,"shortgrass prairie",965,41.2,-101.63,-682,9.63750007748604,15.1583336393038,35.2519379142213,1006.79990619581,31.2000007629395,-11.8000001907349,43.0000009536743,19.5833333333333,-2.550000111262,22.2666668891907,-2.550000111262,456,81,11,63.2814543612971,221,38,182,38,0.4028,1127,3.1174,"Experimental (Full Factorial)",0,0,0,0,"Control",2008,2008,8,0.5,90.5,0,91,1,10,0,11,55,82,58,7,7.4545,19.75,195.2,214.95,NA,0.284683313032887,1642,467.45,1.085,0.099,26,248,1708,198,18,17,1.1,45,56,1.8,0.5,6.6,60.5,31.8,7.5,"Sandy Loam",11,1.880353702606,5.41241830065359,0.784168401321215,"cdpt.us",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,9,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"cdpt.us_26","cdpt.us_3",9.61016949152542,8.32203389830508,10.4444444444444,7.66666666666667,9.55555555555556,8.2037037037037,10,104,1,91.2,-106.5,-6,TRUE,FALSE,FALSE,-878.55,-218,0.721964512369344,1.66238472385237,3.78803777544596,8.2,0.062203888951871,0.21796897875363,1.62438052520763,-0.745499999999999,17875.95,15633.18655,50,FALSE,"cdpt.us_2015"
"250",251,"cdpt.us","2015",37,4,"Cedar Point Biological Station","North America","US","Central plains (North America)",0,0,0,0,"shortgrass prairie",965,41.2,-101.63,-682,9.63750007748604,15.1583336393038,35.2519379142213,1006.79990619581,31.2000007629395,-11.8000001907349,43.0000009536743,19.5833333333333,-2.550000111262,22.2666668891907,-2.550000111262,456,81,11,63.2814543612971,221,38,182,38,0.4028,1127,3.1174,"Experimental (Full Factorial)",0,0,0,0,"Control",2008,2008,8,3,81.5,0.5,85,1,6,1,8,55,82,58,7,10.25,53.4,256.6,310,NA,0.386841312857573,1660.5,642.35,1.008,0.088,32,251,1754,210,18,19,0.9,44,53,1.7,0.4,6.5,67.2,23.4,9.3,"Sandy Loam",8,1.37494046473467,2.9616724738676,0.661206596663426,"cdpt.us",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,9,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"cdpt.us_37","cdpt.us_4",9.66101694915254,8.3728813559322,6.33333333333333,4.88888888888889,9.55555555555556,8.2037037037037,7,125,1,131.6,12,-4,TRUE,FALSE,FALSE,-578.15,-183.5,0.70920431488034,1.38004787407947,3.46320346320346,11.7143,-0.047997718216914,-0.00510740934480003,-0.50153098933586,-1.4643,17875.95,15633.18655,50,FALSE,"cdpt.us_2015"
"251",252,"cdpt.us","2015",41,5,"Cedar Point Biological Station","North America","US","Central plains (North America)",0,0,0,0,"shortgrass prairie",965,41.2,-101.63,-682,9.63750007748604,15.1583336393038,35.2519379142213,1006.79990619581,31.2000007629395,-11.8000001907349,43.0000009536743,19.5833333333333,-2.550000111262,22.2666668891907,-2.550000111262,456,81,11,63.2814543612971,221,38,182,38,0.4028,1127,3.1174,"Experimental (Full Factorial)",0,0,0,0,"Control",2008,2008,8,0.5,79.5,0,80,1,7,0,8,55,82,58,7,10.25,32.4,121.7,154.1,NA,0.553588545410975,1669.2,924.05,0.744,0.068,29,237,1537,210,19,22,1,36,59,1.6,0.6,6.7,73.2,17.2,9.6,"Sandy Loam",8,1.36622171842867,3.19440978287996,0.65701376597728,"cdpt.us",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,9,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"cdpt.us_41","cdpt.us_5",9.66101694915254,8.38983050847458,7.66666666666667,7.66666666666667,9.55555555555556,8.2037037037037,6,266,2,-144.3,194.5,-5,TRUE,FALSE,FALSE,-632.45,-191.8,0.601552826405627,1.07783797295318,2.48725368609618,13.6667,0.055460939571653,0.28838374547549,0.70715609678378,-3.4167,17875.95,15633.18655,50,FALSE,"cdpt.us_2015"
"252",253,"cdpt.us","2015",55,6,"Cedar Point Biological Station","North America","US","Central plains (North America)",0,0,0,0,"shortgrass prairie",965,41.2,-101.63,-682,9.63750007748604,15.1583336393038,35.2519379142213,1006.79990619581,31.2000007629395,-11.8000001907349,43.0000009536743,19.5833333333333,-2.550000111262,22.2666668891907,-2.550000111262,456,81,11,63.2814543612971,221,38,182,38,0.4028,1127,3.1174,"Experimental (Full Factorial)",0,0,0,0,"Control",2008,2008,8,0,81.5,0,81.5,0,12,0,12,55,82,58,7,6.8333,10.8,309.15,319.95,NA,0.374204742625795,1729,647,1.097,0.099,27,283,1315,197,17,18,1.4,40,69,1.3,0.4,6.5,76.8,13.5,9.6,"Sandy Loam",12,1.98038651271209,4.80886877828054,0.796966160833868,"cdpt.us",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,9,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"cdpt.us_55","cdpt.us_6",9.59322033898305,8.23728813559322,11.6666666666667,10.1111111111111,9.55555555555556,8.2037037037037,15,148,-3,161.15,57,-6,FALSE,TRUE,FALSE,-814.5,-11,0.782618470489326,2.11937010639492,5.9645852749301,5.4667,0.014347690344542,-0.13898359368283,-1.15571649664956,1.3666,17875.95,15633.18655,50,FALSE,"cdpt.us_2015"
"253",254,"cdpt.us","2016",2,1,"Cedar Point Biological Station","North America","US","Central plains (North America)",0,0,0,0,"shortgrass prairie",965,41.2,-101.63,-682,9.63750007748604,15.1583336393038,35.2519379142213,1006.79990619581,31.2000007629395,-11.8000001907349,43.0000009536743,19.5833333333333,-2.550000111262,22.2666668891907,-2.550000111262,456,81,11,63.2814543612971,221,38,182,38,0.4028,1127,3.1174,"Experimental (Full Factorial)",0,0,0,0,"Control",2008,2008,9,0,91,0,91,0,13,0,13,59,82,58,7,6.3077,18.45,114.65,133.1,NA,0.631578947368421,1140,720,1.425,0.119,37,276,3416,206,34,21,1.3,48,51,1.8,0.7,7,70.7,17.6,11.6,"Sandy Loam",13,1.886669615579,5.23120656980417,0.735558232403539,"cdpt.us",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,9,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"cdpt.us_2","cdpt.us_1",10.1525423728814,9.66101694915254,10.1111111111111,10,9.96296296296296,9.55555555555556,8,205.4,5,-90.75,91.4,0,TRUE,FALSE,FALSE,-6.35000000000002,-362,0.866174400175866,1.80115903006531,5.23086858249919,10.25,-0.130616167772327,0.08551058551369,0.000337987304980025,-3.9423,19902.4,15633.18655,50,FALSE,"cdpt.us_2016"
"254",255,"cdpt.us","2016",12,2,"Cedar Point Biological Station","North America","US","Central plains (North America)",0,0,0,0,"shortgrass prairie",965,41.2,-101.63,-682,9.63750007748604,15.1583336393038,35.2519379142213,1006.79990619581,31.2000007629395,-11.8000001907349,43.0000009536743,19.5833333333333,-2.550000111262,22.2666668891907,-2.550000111262,456,81,11,63.2814543612971,221,38,182,38,0.4028,1127,3.1174,"Experimental (Full Factorial)",0,0,0,0,"Control",2008,2008,9,30,45,1,81,2,12,2,17,59,82,58,7,4.8235,67.85,352.8,420.65,NA,0.370762711864407,1180,437.5,1.252,0.106,38,348,1462,200,24,20,2.2,63,66,1.4,0.3,7.1,72.7,15.8,11.4,"Sandy Loam",17,2.15107110529029,5.59573560767591,0.759233719480748,"cdpt.us",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,9,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"cdpt.us_12","cdpt.us_2",10.0847457627119,9.54237288135593,11.5555555555556,11.2222222222222,9.96296296296296,9.55555555555556,15,315,2,37.8,200.5,3,TRUE,FALSE,FALSE,-24.75,-366,0.810261336189673,2.19422837441379,7.18697361033128,5.4667,-0.051027616708925,-0.0431572691234998,-1.59123800265537,-0.6432,19902.4,15633.18655,50,FALSE,"cdpt.us_2016"
"255",256,"cdpt.us","2016",26,3,"Cedar Point Biological Station","North America","US","Central plains (North America)",0,0,0,0,"shortgrass prairie",965,41.2,-101.63,-682,9.63750007748604,15.1583336393038,35.2519379142213,1006.79990619581,31.2000007629395,-11.8000001907349,43.0000009536743,19.5833333333333,-2.550000111262,22.2666668891907,-2.550000111262,456,81,11,63.2814543612971,221,38,182,38,0.4028,1127,3.1174,"Experimental (Full Factorial)",0,0,0,0,"Control",2008,2008,9,5,85,0,90,1,12,0,13,59,82,58,7,6.3077,34.45,122.15,156.6,NA,0.353174603174603,1260,445,1.085,0.099,26,248,1708,198,18,17,1.1,45,56,1.8,0.5,6.6,60.5,31.8,7.5,"Sandy Loam",13,2.06648283957665,6.29126213592233,0.805662237956149,"cdpt.us",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,9,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"cdpt.us_26","cdpt.us_3",10.1525423728814,9.61016949152542,10.5555555555556,10.4444444444444,9.96296296296296,9.55555555555556,11,195.2,2,-73.05,91.2,1,TRUE,FALSE,FALSE,-22.45,-382,0.784168401321215,1.880353702606,5.41241830065359,7.4545,0.021493836634934,0.18612913697065,0.87884383526874,-1.1468,19902.4,15633.18655,50,FALSE,"cdpt.us_2016"
"256",257,"cdpt.us","2016",37,4,"Cedar Point Biological Station","North America","US","Central plains (North America)",0,0,0,0,"shortgrass prairie",965,41.2,-101.63,-682,9.63750007748604,15.1583336393038,35.2519379142213,1006.79990619581,31.2000007629395,-11.8000001907349,43.0000009536743,19.5833333333333,-2.550000111262,22.2666668891907,-2.550000111262,456,81,11,63.2814543612971,221,38,182,38,0.4028,1127,3.1174,"Experimental (Full Factorial)",0,0,0,0,"Control",2008,2008,9,10,80,0,90,1,7,0,8,59,82,58,7,10.25,110.05,264.95,375,NA,0.298449612403101,1290,385,1.008,0.088,32,251,1754,210,18,19,0.9,44,53,1.7,0.4,6.5,67.2,23.4,9.3,"Sandy Loam",8,1.4426819880646,3.04683091969156,0.693783383253542,"cdpt.us",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,9,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"cdpt.us_37","cdpt.us_4",10.2372881355932,9.66101694915254,7.33333333333333,6.33333333333333,9.96296296296296,9.55555555555556,8,256.6,0,8.34999999999997,131.6,1,FALSE,FALSE,TRUE,-257.35,-370.5,0.661206596663426,1.37494046473467,2.9616724738676,10.25,0.0325767865901161,0.0677415233299301,0.0851584458239603,0,19902.4,15633.18655,50,FALSE,"cdpt.us_2016"
